date,clinic_name,visit_type,backlog_severity
2022-08-31,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 3,0.00
2022-08-31,KINGSTON LOGAN CLUSTER,Priority 1,10.00
2022-08-31,KINGSTON LOGAN CLUSTER,Priority 3,903.75
2022-08-31,LAIDLEY DENTAL CLINIC,Clinical Assessment,30.00
2022-08-31,LAIDLEY DENTAL CLINIC,General,4290.00
2022-08-31,LAIDLEY DENTAL CLINIC,Priority 1,20.00
2022-08-31,LAIDLEY DENTAL CLINIC,Priority 2,680.00
2022-08-31,LAIDLEY DENTAL CLINIC,Priority 3,37.50
2022-08-31,MACKAY DENTAL CLINIC,Clinical Assessment,20.00
2022-08-31,MACKAY DENTAL CLINIC,General,17040.00
2022-08-31,MACKAY DENTAL CLINIC,General Anaesthetic Category 3,412.50
2022-08-31,MACKAY DENTAL CLINIC,Priority 2,230.00
2022-08-31,MACKAY DENTAL CLINIC,Priority 3,630.00
2022-08-31,MAREEBA DENTAL CLINIC,General,4327.50
2022-08-31,MAREEBA DENTAL CLINIC,General Anaesthetic Category 3,0.00
2022-08-31,MAREEBA DENTAL CLINIC,Priority 3,596.25
2022-08-31,MARYBOROUGH DENTAL CLINIC,Clinical Assessment,30.00
2022-08-31,MARYBOROUGH DENTAL CLINIC,General,7106.25
2022-08-31,MARYBOROUGH DENTAL CLINIC,General Anaesthetic Category 3,112.50
2022-08-31,MARYBOROUGH DENTAL CLINIC,Priority 1,0.00
2022-08-31,MARYBOROUGH DENTAL CLINIC,Priority 2,300.00
2022-08-31,MARYBOROUGH DENTAL CLINIC,Priority 3,472.50
2022-08-31,MILES DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,MILES DENTAL CLINIC,General,1155.00
2022-08-31,MILES DENTAL CLINIC,Priority 1,0.00
2022-08-31,MILES DENTAL CLINIC,Priority 2,30.00
2022-08-31,MILES DENTAL CLINIC,Priority 3,3.75
2022-08-31,MITCHELL DENTAL CLINIC,General,277.50
2022-08-31,MITCHELL DENTAL CLINIC,Priority 3,7.50
2022-08-31,MONTO DENTAL CLINIC,General,183.75
2022-08-31,MORNINGTON ISLAND DENTAL,Clinical Assessment,380.00
2022-08-31,MORNINGTON ISLAND DENTAL,General,607.50
2022-08-31,MORNINGTON ISLAND DENTAL,Priority 1,10.00
2022-08-31,MORNINGTON ISLAND DENTAL,Priority 2,40.00
2022-08-31,MORNINGTON ISLAND DENTAL,Priority 3,93.75
2022-08-31,MOSSMAN DENTAL CLINIC,General,2178.75
2022-08-31,MOSSMAN DENTAL CLINIC,Priority 3,33.75
2022-08-31,MS AREA WIDE CLUSTER,General Anaesthetic Category 1,80.00
2022-08-31,MS AREA WIDE CLUSTER,General Anaesthetic Category 2,4300.00
2022-08-31,MS AREA WIDE CLUSTER,General Anaesthetic Category 3,1320.00
2022-08-31,MS INNER BRISBANE CLUSTER,Clinical Assessment,30.00
2022-08-31,MS INNER BRISBANE CLUSTER,General,17576.25
2022-08-31,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 1,0.00
2022-08-31,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 2,0.00
2022-08-31,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 3,0.00
2022-08-31,MS INNER BRISBANE CLUSTER,Priority 3,487.50
2022-08-31,MT ISA DENTAL CLINIC,Clinical Assessment,70.00
2022-08-31,MT ISA DENTAL CLINIC,General,952.50
2022-08-31,MT ISA DENTAL CLINIC,General Anaesthetic Category 2,20.00
2022-08-31,MT ISA DENTAL CLINIC,General Anaesthetic Category 3,18.75
2022-08-31,MT ISA DENTAL CLINIC,Priority 1,50.00
2022-08-31,MT ISA DENTAL CLINIC,Priority 2,10.00
2022-08-31,MT ISA DENTAL CLINIC,Priority 3,63.75
2022-08-31,MT MORGAN DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,MT MORGAN DENTAL CLINIC,General,678.75
2022-08-31,MT MORGAN DENTAL CLINIC,Priority 1,10.00
2022-08-31,MT MORGAN DENTAL CLINIC,Priority 2,30.00
2022-08-31,MT MORGAN DENTAL CLINIC,Priority 3,63.75
2022-08-31,MUNDUBBERA DENTAL CLINIC,General,498.75
2022-08-31,MUNGINDI DENTAL CLINIC,General,37.50
2022-08-31,NAMBOUR DENTAL CLINIC,Clinical Assessment,20.00
2022-08-31,NAMBOUR DENTAL CLINIC,General,7173.75
2022-08-31,NAMBOUR DENTAL CLINIC,Priority 1,10.00
2022-08-31,NAMBOUR DENTAL CLINIC,Priority 2,1590.00
2022-08-31,NAMBOUR DENTAL CLINIC,Priority 3,540.00
2022-08-31,NATHAN INALA CLUSTER,Clinical Assessment,40.00
2022-08-31,NATHAN INALA CLUSTER,General,24435.00
2022-08-31,NATHAN INALA CLUSTER,General Anaesthetic Category 1,0.00
2022-08-31,NATHAN INALA CLUSTER,General Anaesthetic Category 2,0.00
2022-08-31,NATHAN INALA CLUSTER,Priority 3,333.75
2022-08-31,NOOSA DENTAL CLINIC,Clinical Assessment,30.00
2022-08-31,NOOSA DENTAL CLINIC,General,4871.25
2022-08-31,NOOSA DENTAL CLINIC,Priority 2,1250.00
2022-08-31,NOOSA DENTAL CLINIC,Priority 3,660.00
2022-08-31,ORAL HEALTH CENTRE,Clinical Assessment,20.00
2022-08-31,ORAL HEALTH CENTRE,General,16042.50
2022-08-31,ORAL HEALTH CENTRE,Priority 1,970.00
2022-08-31,ORAL HEALTH CENTRE,Priority 2,8010.00
2022-08-31,ORAL HEALTH CENTRE,Priority 3,6742.50
2022-08-31,PALM BEACH DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,PALM BEACH DENTAL CLINIC,General,3285.00
2022-08-31,PALM BEACH DENTAL CLINIC,General Anaesthetic Category 3,3.75
2022-08-31,PALM BEACH DENTAL CLINIC,Priority 2,0.00
2022-08-31,PALM BEACH DENTAL CLINIC,Priority 3,63.75
2022-08-31,PINE RIVERS DENTAL CLINIC,Clinical Assessment,100.00
2022-08-31,PINE RIVERS DENTAL CLINIC,General,6465.00
2022-08-31,PINE RIVERS DENTAL CLINIC,Priority 1,120.00
2022-08-31,PINE RIVERS DENTAL CLINIC,Priority 2,830.00
2022-08-31,PINE RIVERS DENTAL CLINIC,Priority 3,363.75
2022-08-31,PROSERPINE DENTAL,General,3303.75
2022-08-31,PROSERPINE DENTAL,Priority 2,90.00
2022-08-31,PROSERPINE DENTAL,Priority 3,150.00
2022-08-31,QUILPIE DENTAL CLINIC,General,105.00
2022-08-31,QUILPIE DENTAL CLINIC,Priority 3,11.25
2022-08-31,REDCLIFFE DENTAL CLINIC,Clinical Assessment,50.00
2022-08-31,REDCLIFFE DENTAL CLINIC,General,11088.75
2022-08-31,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 1,40.00
2022-08-31,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 2,1180.00
2022-08-31,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 3,491.25
2022-08-31,REDCLIFFE DENTAL CLINIC,Priority 1,110.00
2022-08-31,REDCLIFFE DENTAL CLINIC,Priority 2,1050.00
2022-08-31,REDCLIFFE DENTAL CLINIC,Priority 3,506.25
2022-08-31,RICHMOND DENTAL CLINIC,General,11.25
2022-08-31,ROBINA DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,ROBINA DENTAL CLINIC,General,4207.50
2022-08-31,ROBINA DENTAL CLINIC,Priority 2,0.00
2022-08-31,ROBINA DENTAL CLINIC,Priority 3,48.75
2022-08-31,ROCKHAMPTON DENTAL CLINIC,Clinical Assessment,10.00
2022-08-31,ROCKHAMPTON DENTAL CLINIC,General,12528.75
2022-08-31,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 1,120.00
2022-08-31,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 2,50.00
2022-08-31,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 3,348.75
2022-08-31,ROCKHAMPTON DENTAL CLINIC,Priority 1,0.00
2022-08-31,ROCKHAMPTON DENTAL CLINIC,Priority 2,80.00
2022-08-31,ROCKHAMPTON DENTAL CLINIC,Priority 3,1012.50
2022-08-31,ROMA HOSPITAL DENTAL CLIN,Clinical Assessment,0.00
2022-08-31,ROMA HOSPITAL DENTAL CLIN,General,1755.00
2022-08-31,ROMA HOSPITAL DENTAL CLIN,General Anaesthetic Category 2,20.00
2022-08-31,ROMA HOSPITAL DENTAL CLIN,General Anaesthetic Category 3,37.50
2022-08-31,ROMA HOSPITAL DENTAL CLIN,Priority 1,0.00
2022-08-31,ROMA HOSPITAL DENTAL CLIN,Priority 2,20.00
2022-08-31,ROMA HOSPITAL DENTAL CLIN,Priority 3,67.50
2022-08-31,SANDGATE DENTAL CLINIC,Clinical Assessment,60.00
2022-08-31,SANDGATE DENTAL CLINIC,General,4376.25
2022-08-31,SANDGATE DENTAL CLINIC,Priority 1,30.00
2022-08-31,SANDGATE DENTAL CLINIC,Priority 2,800.00
2022-08-31,SANDGATE DENTAL CLINIC,Priority 3,476.25
2022-08-31,SCUH DENTAL CLINIC,General Anaesthetic Category 2,690.00
2022-08-31,SCUH DENTAL CLINIC,General Anaesthetic Category 3,247.50
2022-08-31,SCUH DENTAL CLINIC,Priority 1,0.00
2022-08-31,SCUH DENTAL CLINIC,Priority 2,40.00
2022-08-31,SMITHFIELD DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,SMITHFIELD DENTAL CLINIC,General,3971.25
2022-08-31,SMITHFIELD DENTAL CLINIC,Priority 3,198.75
2022-08-31,ST GEORGE DENTAL CLINIC,General,270.00
2022-08-31,ST GEORGE DENTAL CLINIC,General Anaesthetic Category 3,3.75
2022-08-31,ST GEORGE DENTAL CLINIC,Priority 3,7.50
2022-08-31,STAFFORD DENTAL CLINIC,Clinical Assessment,320.00
2022-08-31,STAFFORD DENTAL CLINIC,General,5816.25
2022-08-31,STAFFORD DENTAL CLINIC,Priority 1,30.00
2022-08-31,STAFFORD DENTAL CLINIC,Priority 2,650.00
2022-08-31,STAFFORD DENTAL CLINIC,Priority 3,416.25
2022-08-31,STANTHORPE DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,STANTHORPE DENTAL CLINIC,General,2238.75
2022-08-31,STANTHORPE DENTAL CLINIC,Priority 1,0.00
2022-08-31,STANTHORPE DENTAL CLINIC,Priority 2,80.00
2022-08-31,STANTHORPE DENTAL CLINIC,Priority 3,45.00
2022-08-31,SURAT DENTAL CLINIC,General,78.75
2022-08-31,THARGOMINDAH DENTAL SERVI,General Anaesthetic Category 3,3.75
2022-08-31,TOOWOOMBA DENTAL CLINIC,Clinical Assessment,30.00
2022-08-31,TOOWOOMBA DENTAL CLINIC,General,14250.00
2022-08-31,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 2,190.00
2022-08-31,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 3,348.75
2022-08-31,TOOWOOMBA DENTAL CLINIC,Priority 1,10.00
2022-08-31,TOOWOOMBA DENTAL CLINIC,Priority 2,530.00
2022-08-31,TOOWOOMBA DENTAL CLINIC,Priority 3,667.50
2022-08-31,TORRES STRAIT DENTAL CLINIC,General,1612.50
2022-08-31,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 1,10.00
2022-08-31,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 2,100.00
2022-08-31,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 3,15.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,Clinical Assessment,200.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,General,7005.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 2,80.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 3,41.25
2022-08-31,TOWNSVILLE DENTAL CLINIC,Priority 1,0.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,Priority 2,70.00
2022-08-31,TOWNSVILLE DENTAL CLINIC,Priority 3,1312.50
2022-08-31,TULLY DENTAL CLINIC,General,2538.75
2022-08-31,TULLY DENTAL CLINIC,Priority 3,202.50
2022-08-31,WARWICK DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,WARWICK DENTAL CLINIC,General,2403.75
2022-08-31,WARWICK DENTAL CLINIC,General Anaesthetic Category 3,7.50
2022-08-31,WARWICK DENTAL CLINIC,Priority 2,40.00
2022-08-31,WARWICK DENTAL CLINIC,Priority 3,41.25
2022-08-31,WOORABINDA DENTAL CLINIC,Clinical Assessment,0.00
2022-08-31,YARRABAH DENTAL CLINIC,General,0.00
2022-08-31,YARRABAH DENTAL CLINIC,Priority 3,3.75
2022-09-30,ATHERTON DENTAL CLINIC,General,3487.50
2022-09-30,ATHERTON DENTAL CLINIC,Priority 3,476.25
2022-09-30,AUGATHELLA DENTAL CLINIC,General,7.50
2022-09-30,AYR DENTAL CLINIC,Clinical Assessment,20.00
2022-09-30,AYR DENTAL CLINIC,General,558.75
2022-09-30,AYR DENTAL CLINIC,Priority 2,10.00
2022-09-30,AYR DENTAL CLINIC,Priority 3,138.75
2022-09-30,BAYSIDE CLUSTER,Clinical Assessment,0.00
2022-09-30,BAYSIDE CLUSTER,General,23722.50
2022-09-30,BAYSIDE CLUSTER,General Anaesthetic Category 2,0.00
2022-09-30,BAYSIDE CLUSTER,General Anaesthetic Category 3,0.00
2022-09-30,BAYSIDE CLUSTER,Priority 3,765.00
2022-09-30,BEENLEIGH BEAUDESERT CLUS,Clinical Assessment,0.00
2022-09-30,BEENLEIGH BEAUDESERT CLUS,General,36101.25
2022-09-30,BEENLEIGH BEAUDESERT CLUS,General Anaesthetic Category 3,0.00
2022-09-30,BEENLEIGH BEAUDESERT CLUS,Priority 3,667.50
2022-09-30,BILOELA DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,BILOELA DENTAL CLINIC,General,678.75
2022-09-30,BILOELA DENTAL CLINIC,Priority 2,130.00
2022-09-30,BILOELA DENTAL CLINIC,Priority 3,135.00
2022-09-30,BOONAH DENTAL CLINIC,Clinical Assessment,30.00
2022-09-30,BOONAH DENTAL CLINIC,General,1080.00
2022-09-30,BOONAH DENTAL CLINIC,Priority 1,0.00
2022-09-30,BOONAH DENTAL CLINIC,Priority 2,160.00
2022-09-30,BOONAH DENTAL CLINIC,Priority 3,7.50
2022-09-30,BOWEN DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,BOWEN DENTAL CLINIC,General,2951.25
2022-09-30,BOWEN DENTAL CLINIC,Priority 2,110.00
2022-09-30,BOWEN DENTAL CLINIC,Priority 3,93.75
2022-09-30,BUNDABERG DENTAL CLINIC,Clinical Assessment,20.00
2022-09-30,BUNDABERG DENTAL CLINIC,General,10203.75
2022-09-30,BUNDABERG DENTAL CLINIC,General Anaesthetic Category 3,476.25
2022-09-30,BUNDABERG DENTAL CLINIC,Priority 1,0.00
2022-09-30,BUNDABERG DENTAL CLINIC,Priority 2,50.00
2022-09-30,BUNDABERG DENTAL CLINIC,Priority 3,1008.75
2022-09-30,CABOOLTURE DENTAL CLINIC,Clinical Assessment,10.00
2022-09-30,CABOOLTURE DENTAL CLINIC,General,18082.50
2022-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2022-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 2,10.00
2022-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 3,3.75
2022-09-30,CABOOLTURE DENTAL CLINIC,Priority 1,10.00
2022-09-30,CABOOLTURE DENTAL CLINIC,Priority 2,1740.00
2022-09-30,CABOOLTURE DENTAL CLINIC,Priority 3,307.50
2022-09-30,CAIRNS NTH DENTAL CLINIC,Clinical Assessment,10.00
2022-09-30,CAIRNS NTH DENTAL CLINIC,General,10166.25
2022-09-30,CAIRNS NTH DENTAL CLINIC,General Anaesthetic Category 3,1121.25
2022-09-30,CAIRNS NTH DENTAL CLINIC,Priority 1,20.00
2022-09-30,CAIRNS NTH DENTAL CLINIC,Priority 3,1230.00
2022-09-30,CALOUNDRA DENTAL CLINIC,Clinical Assessment,10.00
2022-09-30,CALOUNDRA DENTAL CLINIC,General,11595.00
2022-09-30,CALOUNDRA DENTAL CLINIC,Priority 2,450.00
2022-09-30,CALOUNDRA DENTAL CLINIC,Priority 3,573.75
2022-09-30,CAPE YORK DENTAL CLINIC,Clinical Assessment,10.00
2022-09-30,CAPE YORK DENTAL CLINIC,General,1935.00
2022-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 1,250.00
2022-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 2,180.00
2022-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 3,26.25
2022-09-30,CAPE YORK DENTAL CLINIC,Priority 1,10.00
2022-09-30,CAPE YORK DENTAL CLINIC,Priority 3,71.25
2022-09-30,CAPRICORN COAST DENTAL,Clinical Assessment,0.00
2022-09-30,CAPRICORN COAST DENTAL,General,5426.25
2022-09-30,CAPRICORN COAST DENTAL,Priority 1,0.00
2022-09-30,CAPRICORN COAST DENTAL,Priority 2,70.00
2022-09-30,CAPRICORN COAST DENTAL,Priority 3,315.00
2022-09-30,CENTRAL WEST DENTAL CLINICS,General,3210.00
2022-09-30,CENTRAL WEST DENTAL CLINICS,Priority 3,11.25
2022-09-30,CHARLEVILLE DENTAL CLINIC,General,795.00
2022-09-30,CHARLEVILLE DENTAL CLINIC,Priority 2,10.00
2022-09-30,CHARLEVILLE DENTAL CLINIC,Priority 3,45.00
2022-09-30,CHARTERS TOWERS DENTAL CL,Clinical Assessment,20.00
2022-09-30,CHARTERS TOWERS DENTAL CL,General,487.50
2022-09-30,CHARTERS TOWERS DENTAL CL,Priority 2,60.00
2022-09-30,CHARTERS TOWERS DENTAL CL,Priority 3,71.25
2022-09-30,CHILDERS DENTAL CLINIC,General,723.75
2022-09-30,CHILDERS DENTAL CLINIC,Priority 1,0.00
2022-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 1,0.00
2022-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 2,1270.00
2022-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 3,472.50
2022-09-30,CHILDRENS ORAL HEALTH,Priority 1,80.00
2022-09-30,CHILDRENS ORAL HEALTH,Priority 2,0.00
2022-09-30,CHILDRENS ORAL HEALTH,Priority 3,195.00
2022-09-30,CHILLAGOE DENTAL CLINIC,General,0.00
2022-09-30,CLERMONT DENTAL CLINIC,General,551.25
2022-09-30,CLONCURRY DENTAL,Clinical Assessment,40.00
2022-09-30,CLONCURRY DENTAL,General,517.50
2022-09-30,CLONCURRY DENTAL,General Anaesthetic Category 1,0.00
2022-09-30,CLONCURRY DENTAL,Priority 1,0.00
2022-09-30,CLONCURRY DENTAL,Priority 2,10.00
2022-09-30,CLONCURRY DENTAL,Priority 3,15.00
2022-09-30,COLLINGWOOD PARK DENTAL C,Clinical Assessment,280.00
2022-09-30,COLLINGWOOD PARK DENTAL C,General,5186.25
2022-09-30,COLLINGWOOD PARK DENTAL C,Priority 1,10.00
2022-09-30,COLLINGWOOD PARK DENTAL C,Priority 2,300.00
2022-09-30,COLLINGWOOD PARK DENTAL C,Priority 3,15.00
2022-09-30,COLLINSVILLE DENTAL CLINI,General,573.75
2022-09-30,CUNNAMULLA DENTAL CLINIC,General,311.25
2022-09-30,CUNNAMULLA DENTAL CLINIC,Priority 3,11.25
2022-09-30,DALBY DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,DALBY DENTAL CLINIC,General,3558.75
2022-09-30,DALBY DENTAL CLINIC,General Anaesthetic Category 3,52.50
2022-09-30,DALBY DENTAL CLINIC,Priority 1,0.00
2022-09-30,DALBY DENTAL CLINIC,Priority 2,120.00
2022-09-30,DALBY DENTAL CLINIC,Priority 3,18.75
2022-09-30,DIRRANBANDI DENTAL CLINIC,General,52.50
2022-09-30,EDMONTON DENTAL CLINIC,General,6397.50
2022-09-30,EDMONTON DENTAL CLINIC,Priority 3,641.25
2022-09-30,EMERALD DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,EMERALD DENTAL CLINIC,General,1657.50
2022-09-30,EMERALD DENTAL CLINIC,Priority 2,170.00
2022-09-30,EMERALD DENTAL CLINIC,Priority 3,112.50
2022-09-30,ESK DENTAL CLINIC,Clinical Assessment,90.00
2022-09-30,ESK DENTAL CLINIC,General,1166.25
2022-09-30,ESK DENTAL CLINIC,Priority 2,80.00
2022-09-30,ESK DENTAL CLINIC,Priority 3,30.00
2022-09-30,GATTON DENTAL CLINIC,General,232.50
2022-09-30,GAYNDAH DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,GAYNDAH DENTAL CLINIC,General,1215.00
2022-09-30,GAYNDAH DENTAL CLINIC,Priority 2,160.00
2022-09-30,GAYNDAH DENTAL CLINIC,Priority 3,206.25
2022-09-30,GC SOUTHPORT HEALTH PREC,Clinical Assessment,0.00
2022-09-30,GC SOUTHPORT HEALTH PREC,General,30030.00
2022-09-30,GC SOUTHPORT HEALTH PREC,General Anaesthetic Category 2,10.00
2022-09-30,GC SOUTHPORT HEALTH PREC,General Anaesthetic Category 3,663.75
2022-09-30,GC SOUTHPORT HEALTH PREC,Priority 1,0.00
2022-09-30,GC SOUTHPORT HEALTH PREC,Priority 2,1570.00
2022-09-30,GC SOUTHPORT HEALTH PREC,Priority 3,1455.00
2022-09-30,GCUH DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,GCUH DENTAL CLINIC,General,67.50
2022-09-30,GCUH DENTAL CLINIC,Priority 3,3.75
2022-09-30,GLADSTONE DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,GLADSTONE DENTAL CLINIC,General,6686.25
2022-09-30,GLADSTONE DENTAL CLINIC,General Anaesthetic Category 3,67.50
2022-09-30,GLADSTONE DENTAL CLINIC,Priority 1,0.00
2022-09-30,GLADSTONE DENTAL CLINIC,Priority 2,260.00
2022-09-30,GLADSTONE DENTAL CLINIC,Priority 3,555.00
2022-09-30,GOONDIWINDI DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,GOONDIWINDI DENTAL CLINIC,General,645.00
2022-09-30,GOONDIWINDI DENTAL CLINIC,General Anaesthetic Category 3,26.25
2022-09-30,GOONDIWINDI DENTAL CLINIC,Priority 2,30.00
2022-09-30,GOONDIWINDI DENTAL CLINIC,Priority 3,11.25
2022-09-30,GYMPIE DENTAL CLINIC,Clinical Assessment,40.00
2022-09-30,GYMPIE DENTAL CLINIC,General,7683.75
2022-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2022-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 2,180.00
2022-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 3,101.25
2022-09-30,GYMPIE DENTAL CLINIC,Priority 1,0.00
2022-09-30,GYMPIE DENTAL CLINIC,Priority 2,1510.00
2022-09-30,GYMPIE DENTAL CLINIC,Priority 3,1320.00
2022-09-30,HERVEY BAY DENTAL CLINIC,Clinical Assessment,40.00
2022-09-30,HERVEY BAY DENTAL CLINIC,General,12423.75
2022-09-30,HERVEY BAY DENTAL CLINIC,General Anaesthetic Category 3,236.25
2022-09-30,HERVEY BAY DENTAL CLINIC,Priority 1,0.00
2022-09-30,HERVEY BAY DENTAL CLINIC,Priority 2,280.00
2022-09-30,HERVEY BAY DENTAL CLINIC,Priority 3,333.75
2022-09-30,HUGHENDEN DENTAL CLINIC,Clinical Assessment,10.00
2022-09-30,HUGHENDEN DENTAL CLINIC,General,60.00
2022-09-30,INGHAM DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,INGHAM DENTAL CLINIC,General,618.75
2022-09-30,INGHAM DENTAL CLINIC,Priority 1,0.00
2022-09-30,INGHAM DENTAL CLINIC,Priority 2,0.00
2022-09-30,INGHAM DENTAL CLINIC,Priority 3,56.25
2022-09-30,INGLEWOOD DENTAL CLINIC,General,382.50
2022-09-30,INGLEWOOD DENTAL CLINIC,Priority 2,0.00
2022-09-30,INJUNE DENTAL CLINIC,General,116.25
2022-09-30,INNISFAIL DENTAL CLINIC,Clinical Assessment,20.00
2022-09-30,INNISFAIL DENTAL CLINIC,General,3153.75
2022-09-30,INNISFAIL DENTAL CLINIC,General Anaesthetic Category 3,0.00
2022-09-30,INNISFAIL DENTAL CLINIC,Priority 3,390.00
2022-09-30,IPSWICH DENTAL CLINIC,Clinical Assessment,1800.00
2022-09-30,IPSWICH DENTAL CLINIC,General,15585.00
2022-09-30,IPSWICH DENTAL CLINIC,General Anaesthetic Category 1,0.00
2022-09-30,IPSWICH DENTAL CLINIC,General Anaesthetic Category 3,926.25
2022-09-30,IPSWICH DENTAL CLINIC,Priority 1,10.00
2022-09-30,IPSWICH DENTAL CLINIC,Priority 2,1770.00
2022-09-30,IPSWICH DENTAL CLINIC,Priority 3,390.00
2022-09-30,KAWANA DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,KAWANA DENTAL CLINIC,General,10496.25
2022-09-30,KAWANA DENTAL CLINIC,General Anaesthetic Category 2,10.00
2022-09-30,KAWANA DENTAL CLINIC,General Anaesthetic Category 3,3.75
2022-09-30,KAWANA DENTAL CLINIC,Priority 2,1180.00
2022-09-30,KAWANA DENTAL CLINIC,Priority 3,468.75
2022-09-30,KINGAROY DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,KINGAROY DENTAL CLINIC,General,9022.50
2022-09-30,KINGAROY DENTAL CLINIC,General Anaesthetic Category 3,180.00
2022-09-30,KINGAROY DENTAL CLINIC,Priority 1,0.00
2022-09-30,KINGAROY DENTAL CLINIC,Priority 2,300.00
2022-09-30,KINGAROY DENTAL CLINIC,Priority 3,63.75
2022-09-30,KINGSTON LOGAN CLUSTER,Clinical Assessment,0.00
2022-09-30,KINGSTON LOGAN CLUSTER,General,18221.25
2022-09-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 1,0.00
2022-09-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 2,10.00
2022-09-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 3,0.00
2022-09-30,KINGSTON LOGAN CLUSTER,Priority 1,10.00
2022-09-30,KINGSTON LOGAN CLUSTER,Priority 3,693.75
2022-09-30,LAIDLEY DENTAL CLINIC,Clinical Assessment,160.00
2022-09-30,LAIDLEY DENTAL CLINIC,General,3990.00
2022-09-30,LAIDLEY DENTAL CLINIC,Priority 1,0.00
2022-09-30,LAIDLEY DENTAL CLINIC,Priority 2,520.00
2022-09-30,LAIDLEY DENTAL CLINIC,Priority 3,37.50
2022-09-30,MACKAY DENTAL CLINIC,Clinical Assessment,10.00
2022-09-30,MACKAY DENTAL CLINIC,General,16556.25
2022-09-30,MACKAY DENTAL CLINIC,General Anaesthetic Category 3,393.75
2022-09-30,MACKAY DENTAL CLINIC,Priority 2,220.00
2022-09-30,MACKAY DENTAL CLINIC,Priority 3,671.25
2022-09-30,MAREEBA DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,MAREEBA DENTAL CLINIC,General,4263.75
2022-09-30,MAREEBA DENTAL CLINIC,General Anaesthetic Category 3,0.00
2022-09-30,MAREEBA DENTAL CLINIC,Priority 1,0.00
2022-09-30,MAREEBA DENTAL CLINIC,Priority 3,660.00
2022-09-30,MARYBOROUGH DENTAL CLINIC,Clinical Assessment,0.00
2022-09-30,MARYBOROUGH DENTAL CLINIC,General,6727.50
2022-09-30,MARYBOROUGH DENTAL CLINIC,General Anaesthetic Category 3,101.25
2022-09-30,MARYBOROUGH DENTAL CLINIC,Priority 1,0.00
2022-09-30,MARYBOROUGH DENTAL CLINIC,Priority 2,640.00
